chrom	mid	dist
chromosome1	16916.0	2.2367798590262318
chromosome1	34763.0	1.2180562537592388
chromosome1	41101.0	0.5400129812311171
chromosome1	49907.0	0.3322487655059204
chromosome1	59068.0	0.9903059068237865
chromosome1	68775.5	0.7106387737859892
chromosome1	77393.5	0.3172200934162166
chromosome1	85322.0	0.5767556006136373
chromosome1	94364.0	0.4615705720830492
chromosome1	104659.5	0.4144230871734567
chromosome1	114678.5	0.2812047302298812
chromosome1	123479.5	1.1033088845953192
chromosome1	132240.5	0.2727952076327158
chromosome1	143440.0	0.5308996030735935
chromosome1	154679.0	0.342329723651425
chromosome1	166565.0	0.5231155975295956
chromosome1	177058.5	0.2693276899289598
chromosome1	184716.5	0.04874631184914807
chromosome1	192997.0	0.4979937729590482
chromosome1	199799.0	0.7554967439530104
chromosome2	8417.5	0.9598960580686662
chromosome2	21886.0	0.22181105725173222
chromosome2	37913.0	0.7243069459274829
chromosome2	58445.0	0.8815848633646738
chromosome2	75481.0	0.2970209764761633
chromosome2	87438.0	0.3661359806474227
chromosome2	99661.0	0.46316599371649225
chromosome2	111372.5	0.2747701341826926
chromosome2	123744.0	1.1485490400728429
chromosome2	135806.0	0.6079394751797134
chromosome2	145584.0	0.1742427193318611
chromosome2	157036.0	0.82049852033402
chromosome2	169325.0	1.3552015995735713
chromosome2	180517.0	0.5687130091838499
chromosome2	190889.0	0.5822440067875764
chromosome2	199389.5	0.6411708295295475
chromosome2	207709.5	1.196234381636229
chromosome2	220758.5	0.5890837768036935
chromosome2	233792.0	0.7960108057311239
chromosome2	243380.0	0.5533156316794544
chromosome2	251499.0	0.5833261741394558
chromosome2	260840.5	0.5473139861286991
chromosome2	270706.5	0.6456167726957721
chromosome2	280768.5	3.1982894406069837
chromosome2	291102.0	2.5300549814955047
chromosome2	299917.5	0.30559318028949106
chromosome2	308881.0	0.47536893175908335
chromosome2	318113.5	0.2756248024901664
chromosome2	326552.5	1.0066927202633522
chromosome2	335034.5	0.4615302260032396
chromosome2	343518.5	0.39613063058037384
chromosome2	350091.5	0.9455051502284945
chromosome2	357686.0	0.9210183671383085
chromosome2	365377.5	1.3129106356522862
chromosome2	372143.0	0.6621607841687474
chromosome2	379235.5	1.1028116777380983
chromosome2	386351.0	0.296788386529819
chromosome2	394298.5	0.5113313969578636
chromosome2	402935.5	0.08020296090476203
chromosome2	411967.5	0.1327496545247247
chromosome2	419240.5	0.7397196001680032
chromosome2	424805.0	0.6941574002512911
chromosome2	432308.5	0.7490862168713519
chromosome2	441337.5	0.6604138372648973
chromosome2	450365.0	0.6372746178230865
chromosome2	459052.0	0.7065279129563433
chromosome2	467833.5	1.7818949241222706
chromosome2	477475.0	0.26833979253046314
chromosome2	488337.5	0.7367204072363052
chromosome2	499489.5	0.5782173255657034
chromosome2	510363.0	0.3605559837371545
chromosome2	520327.5	0.9141363417497703
chromosome2	528972.0	0.730507385328341
chromosome2	535866.5	0.3737528473827382
chromosome2	541623.0	0.7071631538087217
chromosome2	548409.0	1.6165699626238956
chromosome2	555590.0	1.1944979030875167
chromosome2	562519.0	0.18608424869460982
chromosome2	570820.0	0.7226717149922054
chromosome2	580219.5	1.0474877455675133
chromosome2	589543.5	0.5189240921301386
chromosome2	599477.0	1.9960491957844413
chromosome2	610054.5	1.8187591996947063
chromosome2	618431.0	1.6069012484174017
chromosome2	626164.0	1.1982961942825543
chromosome2	636052.0	0.5178415840817836
chromosome2	647189.0	0.4753235045596709
chromosome2	658211.0	0.5131645716215625
chromosome2	669312.0	1.0748886332020238
chromosome2	679310.5	0.6810871777326152
chromosome2	688661.0	0.4337865170642344
chromosome2	699599.0	0.9843072364517182
chromosome2	711925.0	1.0936298927965953
chromosome2	723091.0	0.570947515462711
chromosome2	731487.0	0.5525594261598389
chromosome2	740352.5	0.3247122999110589
chromosome2	750716.0	0.45988145762603533
chromosome2	762244.0	0.3552999991110559
chromosome2	776087.0	0.46387301286869004
chromosome2	788470.0	0.231670663029054
chromosome2	796473.0	0.861169457875533
chromosome3	8091.5	0.6116988648258663
chromosome3	19414.5	0.6154732384166149
chromosome3	27114.5	0.5056193485836846
chromosome3	37290.5	0.38547883285076634
chromosome3	47883.0	0.6384476561370597
chromosome3	56454.0	0.443432659167646
chromosome3	65529.0	0.4258139102054421
chromosome3	74234.5	0.1505473835130329
chromosome3	80845.5	0.613577690728908
chromosome3	91396.5	0.6433289405805931
chromosome3	102733.0	0.41173574884615455
chromosome3	119017.5	2.8197141808261224
chromosome3	138266.5	0.8034857532510281
chromosome3	149220.5	0.7839672776905982
chromosome3	159778.5	0.7859909436640353
chromosome3	172259.5	0.8116855352826551
chromosome3	183616.0	0.5855978415692786
chromosome3	193988.0	0.637870993446863
chromosome3	204602.5	0.8776583666214048
chromosome3	212146.5	0.830291180502885
chromosome3	221347.5	0.2377461006055246
chromosome3	231131.0	0.4682877254175408
chromosome3	239542.5	0.8264919947703392
chromosome3	248614.5	1.034983923652587
chromosome3	259146.0	1.5341935458605092
chromosome3	267814.0	0.5627551734265991
chromosome3	275226.5	0.391278044804298
chromosome3	282837.0	0.7901701805436245
chromosome3	288983.5	0.6570214726074425
chromosome3	294822.5	0.7512843177522
chromosome3	301994.0	1.7814379452165148
chromosome4	19776.0	0.3782024739432327
chromosome4	27660.5	0.270187265102178
chromosome4	37694.0	0.6229894844228216
chromosome4	47472.0	0.42855455391692565
chromosome4	57245.0	1.951171476597125
chromosome4	66612.5	3.242730416463985
chromosome4	75989.5	0.6260484310724874
chromosome4	85131.5	0.8011886065056143
chromosome4	94055.0	0.6649821951746033
chromosome4	102326.0	0.4349059615089232
chromosome4	112046.0	0.5697536671688722
chromosome4	122703.0	2.4113273562149233
chromosome4	135652.5	2.4471427603856775
chromosome4	154944.5	2.124549637168618
chromosome4	175813.5	0.2906568445649889
chromosome4	192356.5	0.5019132984507163
chromosome4	206230.5	0.5099529309142228
chromosome4	220193.5	0.5044963296900197
chromosome4	233968.0	3.2400079281308467
chromosome4	245168.0	0.8724648992145705
chromosome4	255241.5	1.037150889350567
chromosome4	265974.0	4.73836662934713
chromosome4	275447.5	2.214240331213118
chromosome4	285064.5	1.990180941261277
chromosome4	294082.0	2.1505046173195828
chromosome4	303402.5	2.462429775562171
chromosome4	314115.5	2.3463814793684654
chromosome4	323792.5	2.9260870428160834
chromosome4	332881.5	0.5791759636826738
chromosome4	342393.5	1.6220022712220943
chromosome4	350767.0	0.4973847519953032
chromosome4	358323.0	0.38620270856703615
chromosome4	366457.5	0.3651978314051823
chromosome4	373579.0	0.7678124386974694
chromosome4	379755.5	1.6059115458059174
chromosome4	387877.5	1.2340571629153054
chromosome4	398421.5	1.0157031868505668
chromosome4	410483.0	0.28165009995508256
chromosome4	422549.5	2.341171519896208
chromosome4	434528.0	2.2251657261259106
chromosome4	446798.5	0.6783284095767509
chromosome4	459293.5	0.726983026896428
chromosome4	473949.5	0.37787450801445355
chromosome4	491928.5	0.8894509361103371
chromosome4	512440.0	0.6577123889861528
chromosome4	531293.5	0.9736535775437735
chromosome4	545648.5	1.465501118338012
chromosome4	557719.5	2.325626247392945
